Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code,Description
HEWA,HEALTHWAREHOUSE.COM,OTCQB,0.161,0.625,100,Common Stock,USA,Kentucky,"11,050,817",5912 - Drugstores and Proprietary Stores,"HealthWarehouse.com, Inc. (HEWA), a technology company with a focus on healthcare e-commerce, sells and delivers prescription medications to all 50 states as an Approved Digital Pharmacy through the National Association of Boards of Pharmacy (NABP). HealthWarehouse.com provides a platform focused on increasing access and reducing costs of healthcare products for consumers nationwide."
CHJI,CHINA CHANGJIANG MINING,Pink Current,0.03,,0,Common Stock,China,,"2,520,553",3621 - Motors and generators,"The Company was a development stage company with the goal of becoming a design, engineer, construct, market and sell high-quality PV SEFs for commercial and utility applications to local markets."
CUBT,CURATIVE BIOTECHNOLOGY,Pink Current,0.01235,-45.1111,9403921,Common Stock,USA,Florida,"10,861,381",8731 - Commercial physical research,"Curative Biotechnology, Inc. (Curative Biotech) is a development stage biomedical company focused on novel therapies for rare diseases. The Company is focused on identifying, acquiring and developing disease modifying therapeutic drug candidates with a concentration on rare disease indications. Curative Biotech has ongoing programs in three different therapeutic areas: infectious disease, neuro oncology and degenerative eye disease. The Company's pipeline includes IMT504, CURB906 and Metformin Reformulation. IMT504 is a novel immune therapy to treat rabies and an adjuvant for vaccines. CURB906 is a fully humanized CD56 monoclonal antibody carrying a cytotoxic drug conjugate directly to the tumor cancer site to kill the tumor by inhibiting tumor growth and migration of the tumor. Metformin Reformulation is targeting the treatment of intermediate and late-stage Age-Related Macular Degeneration (AMD) disease."
ABTI,ALTEROLA BIOTECH INC,Pink Current,0.08,,0,Common Stock,United Kingdom,England,"53,265,165",2833 - Medicinal and botanicals,"ALTEROLA BIOTECH INC. (OTC QB: ABTI) is a biopharmaceutical company focused on discovering, developing and commercializing novel therapeutics from its proprietary product platform in a broad range of disease areas. The Company has a number of proprietary drug pipeline candidates including cannabinoids, cannabinoid-like molecules and non-cannabinoid molecules, which are under development for a range of indications. ABTI is also focused on producing quality, low cost of goods ingredients for the pharmaceutical, food and cosmetic sectors, from synthetic, biosynthetic and botanical sources. It is also focused on improving the drug delivery of such classes of compounds and has a range of proprietary technologies in development to enhance the delivery and bioavailability of its product portfolio. Geographically the Company has a presence in the UK, Ireland, Netherlands (Europe), USA, Australia, and China."
CSKL,CATSKILL HUDSON BNCRP INC,Pink Current,27.0,,0,Common Stock,USA,New York,"19,026,468",Not Available,"Catskill Hudson Bank was founded in 1993 and has grown to eleven branches - serving Sullivan County with locations in Monticello, Liberty, Rock Hill, Callicoon, Narrowsburg and Grahamsville; serving Orange County in Middletown; Ulster County in Ellenville and Kingston and the Capital Region in Halfmoon and Green Island. In 2006 we changes to a holding company structure. Catskill Hudson Bank became a wholly owned subsidiary of Catskill Hudson Bancorp, Inc."
PTAM,POTASH AMERICA INC,Pink Current,0.0015,15.3846,14098218,Common Stock,USA,Florida,"1,001,938",7310 - Services-Advertising,"At Potash America we offer an unparalleled consultant partnership through our diverse portfolio of clients by identifying people and businesses in key sectors in need of guidance. Through stimulation, reorganization, or introduction of new products and services, we help entrepreneurs reach their fullest potential. When a product or service has an appealing concept, we are willing to take risks and support people and businesses that fit our goals and philosophy, advancing ideas that are new, unique, creative, and experimental. We believe that socioeconomic and environmental improvements can be made in all sectors of the world. That's why our consulting vision isn't only to explore sectors such as renewable energy or health and wellness, but to continually help the businesses become greener while improving profits. By partnering with these companies, we can help our partners reach their financial goals while also doing good for their communities and the planet."
OOGI,C2E ENERGY INC,Pink Current,0.015,,0,Common Stock,USA,California,"29,919,856",1311 - Crude petroleum and natural gas,Industrial Holding Company
IHGP,INTERACT HLDGS GROUP INC,Pink Current,0.0238,5.6135,4200,Common Stock,China,,"29,502,312","5039 - Construction materials, misc","Jun An Kang Group Inc., formerly Interact Holdings Group Inc, was involved in the sales and distribution of ""Green"" products to residential builders and developers. Interact Holdings Group Inc. was the exclusive distributor of LUUMS LED products in the USA. Since September 20, 2021, the Company's name is Jun An Kang Group Inc. The company currently has no business operations and intends to seek, investigate and, if such investigation warrants, engage in a business combination with an entity whose business presents an opportunity for the Company's shareholders."
ILXP,INTL LUXURY PRODUCTS INC,Pink Current,0.07,,0,Common Stock,Canada,Ontario,"6,706,058","3873 - Watches, clocks, watch cases and parts",The company is currently seeking an opportunity within the sectors of businesses operating in the high technology spaces.
EXMT,ANYTHING TECHS MED INC,Pink Current,0.0011,-4.3478,638150,Common Stock,USA,Nevada,"5,472,911",3695 - Magnetic and optical recording media,"Anything Technologies Media is a manufacturing and marketing company involved in the sales and marketing of CBD Health products and software applications. ATM is the parent company of subsidiary Corporations and is focused on partnerships and acquisitions in new technologies and manufacturing sectors. The company and partners each have their own professional management team with extensive backgrounds in finance, manufacturing, marketing and distribution. ATM's goal is to combine the expertise of our team members to create a cohesive force, which will carry the company forward in the marketplace."
PVSP,PERVASIP CORP NEW,Pink Current,0.001268,-2.4615,10868192,Common Stock,USA,Washington,"8,246,771","8748 - Business consulting, misc","Pervasip Corp. (PVSP) is a developer of companies and technologies in high value emerging markets with a focus on cannabis and the medical use of fungi and psychedelics. PVSP owns 100% of Artizen Corp. Artizen Corp's wholly owned subsidiary, Zen Asset Management LLC (""ZAM"") was founded to acquire, develop, and support companies and technologies in the cannabis industry. Artizen Corp owns several succsful cannabis brands, licensed to independent cultivators in recreational markets. Artizen™ is the 9th largest cannabis consumer brand in North America according to MJBiz Magazine, November 2021. The Company also supports via ZAM 200,000sf of facility space leased to cultivators and derives revenues from various related IP. On an aggregate basis revenues average $17 million annually."
STRH,STAR8 CORP,Pink Current,0.014,-17.8163,177576,Common Stock,USA,Florida,"4,397,010","5045 - Computers, peripherals, and software","Star8 Corp. is a multifaceted brand with components ranging from ecommerce driven solutions focusing on Amazon, direct to market, Technology Strategies and Solutions, and Marketing Platforms (digital and others) that generate results. At its core, Star8 is driven by sustainable marketing, technology, sales, and distribution to help Organizations focus on business results for the products they are actively interested in. Throughout the entire product lifecycle (ideation, design, development, sales, and fulfillment), Star8 is a constant companion to enable growth across multiple dimensions, creating brand adoption and loyalty along the journey."
RIBS,SOUTHERN CONCEPTS RES GRP,Pink Current,0.0145,,0,Common Stock,USA,Florida,"1,385,276",5810 - Retail-Eating & Drinking Places,"Southern Concepts Restaurant Group, Inc. is a shell company currently exploring acquisition candidates."
CTUY,CENTURY NEXT FINANCIAL CP,OTCQX U.S. Premier,29.98,,0,Common Stock,USA,Louisiana,"53,390,575",6035 - Federal savings institutions,"Century Next Financial Corporation is the holding company for Century Next Bank (the ""Bank"") which conducts business from its main office in Ruston, Louisiana and six full-service branch offices. The Company was formed in 2010 and is subject to the regulatory oversight of the Board of Governors of the Federal Reserve System. The Bank is a wholly-owned subsidiary and is an insured federally-chartered stock savings association subject to the regulatory oversight of the Office of the Comptroller of the Currency. The Bank was established in 1905 and is headquartered in Ruston, Louisiana. The Bank is a full-service bank with four locations in Louisiana including two banking offices in Ruston and one banking office in Monroe, one banking office in West Monroe, and three locations in Arkansas including two banking offices in Crossett and one banking office in Hamburg. The Bank emphasizes professional and personal banking service directed primarily to small and medium-sized businesses, professionals, and individuals. The Bank provides a full range of banking services including its primary business of real estate lending to residential and commercial customers."
CRYO,AMERICAN CRYOSTEM CORP,Pink Current,0.2805,-0.479,33200,Common Stock,USA,New Jersey,"8,855,856","8090 - Services-Misc Health & Allied Services, NEC","A pioneer in the fields of Regenerative and Personalized Medicine, American CryoStem is a developer, marketer and global licensor of patented adipose tissue-based cellular technologies and related proprietary services with a focus on clinical processing, commercial bio-banking and application development for adipose (fat) tissue and autologous adipose-derived regenerative cells (ADRCs). The Company maintains a strategic portfolio of intellectual property and patent applications that form its Adipose Tissue Processing Platform, which supports and promotes a growing pipeline of biologic products and processes, clinical services and international licensing opportunities. Through its ACS Laboratories division, the Company operates an FDA registered, cGMP compliant human tissue processing, cryo-storage, cell culture and differentiation laboratory facility in Monmouth Junction, New Jersey."
KEGS,1812 BREWING COMPANY INC,Pink Current,0.0005,0.0,14179231,Common Stock,USA,New York,"1,486,710",2082 - Malt beverages,"1812 Brewing Company is an operator of and investor in companies in the craft beer industry. The Company seeks to build a nation-wide network of craft breweries to develop and foster brand growth at the local, regional, and national level wherein certain economies of scale can be achieved in areas of operational expertise such as distribution footprint expansion, inter-member contract brewing, new product development, sharing of best brewery practices and scale logistics and transportation. The network is built through investment by 1812 Brewing Company while maintaining the members respective local and regional uniqueness, brand autonomy and direct involvement with its consumers. The Company's current holding, 1812 Brewing Company, produces award-winning beers such as War of 1812 Amber Ale (""1812 Amber Ale""), 1812 Light, Hazy Oasis Pale Ale, Thousand Islands IPA, Malicious Intent XX IPA, Route 11 Lager, Railroad Red Ale, Helles Bells Pilsner, St. Stephens Stout, Third Rail Porter, FeatherHammer Maibock."
PVRS,PROVIDENCE RESOURCES INC,Pink Current,0.098,,0,Common Stock,China,,"5,129,071",1311 - Crude petroleum and natural gas,"Pukang Group Holdings Ltd., formerly Providence Resources, Inc., was formerly involved in the exploration and development of prospective oil and natural gas bearing properties in Texas. Since April 5, 2022, the Company's name is Pukang Group Holdings Ltd. The company currently has no business operations and intends to seek, investigate and, if such investigation warrants, engage in a business combination with an entity whose business presents an opportunity for the Company's shareholders."
ICBU,IMD COMPANIES INC,Pink Current,0.00075,7.1429,615720,Common Stock,USA,Nevada,"2,762,250",8071 - Medical laboratories,"iMD Companies, Inc., (OTC: ICBU) is a Florida corporation, The company has re-positioned to be a holding company for acquisitions and technology development in the financial, blockchain, cryptocurrency, and NFT (non fungible token) markets. iMD's goal is to combine the expertise of our team members to create a cohesive force, which will carry the company forward in the marketplace."
RAFI,REGENCY AFFILIATES INC,Pink Current,5.75,,1,Common Stock,USA,New York,"27,686,578",3714 - Motor vehicle parts and accessories,"Regency Affiliates, Inc. invests in assets that generate attractive, predictable and sustainable returns on capital."
AVNI,ARVANA INC,Pink Current,0.255,,0,Common Stock,USA,Utah,"8,878,615",6770 - Blank Checks,"Our present intent is to identify and evaluate industries and business opportunities that might prove to be 
a good match for the Company. We will not be able to develop any identified business opportunities 
without additional financing. Our board of directors and management are actively pursuing financing in order to maintain operations while we evaluate potential businesses."
IJJP,IJJ CORP,Pink Current,0.0008,0.0,1841910,Common Stock,USA,Maryland,"1,269,526",8742 - Management consulting services,"IJJ Corporation (IJJCorp) offers a worldwide private membership donation, and contribution platform as a hybrid enterprise network and Ethereum Cryptographic digital exchanging business processing Service titled the eCommerce Exchange Trading Platform (eCETP). We are providing 24/7 365 day access to a qualified tax-exempt customer. The eCommerce manages the donation processing using a Dashboard as a cloud WebApp with a downloadable client interface for local processing and offsite storage and retrievals. eCETP is the processing center for Fiat, used as working capital generated from donation campaigns operated by the Sponsor for fundraising for programs and projects. eCETP offers two products called the Donor Backer Package (DBP) to the campaign Sponsor in six different configurations and one Donor Package (DP) as the Account Receipt Ticket (ARTs) each with IJJ ERC-20 tokens. The Internal Trading Exchange receives IJJ-ERC-20 tokens allocated to the Campaign Sponsor who assigns 2 ERC-20 to each DP for the Donor who opt-in or Out to participate in the 60/40% contribution option. All tokens deposited in the IJJCorp internal fund Exchange are for Benefits and Rewards programs. The DBP utilizes Ethereum Ether Request Comment construct standards for 777 to develop a holding Retainer folder for DP's ART. The DP utilizes the Ethereum Ether Request Comment construct Standards used by the ERC-223 to create an Account Receipts Ticket (ART) assigned to the DBP Retainer account."
AAGC,ALL AMERICAN GOLD CORP,Pink Current,0.0007,0.0,2600100,Common Stock,USA,New York,"1,030,942",1040 - Gold and Silver Ores,"The Company operates Hollywood Star Cuts. Hollywood Star Cuts is a chain of full service hair and beauty salons. They are a ""themed"" solon. The theme is that of Hollywood and California beach settings. The salons are currently operating in the Boise area with plans of expanding nationally. Hollywood Star Cuts: Where you're the star of the show!"
IMHC,IMPERALIS HOLDING CORP,Pink Current,0.2,25.0,6625,Common Stock,USA,California,"35,575,033",3620 - Electrical Industrial Apparatus,"Imperalis to be renamed TurnOnGreen, Inc. designs and manufactures innovative, feature-rich, and top-quality power products for mission-critical applications, lifesaving
and sustaining applications spanning multiple sectors in the harshest environments.
The diverse markets the Company serves include defense and aerospace, medical and
healthcare, industrial, telecommunications, and e-Mobility. TurnOnGreen brings decades
of experience to every project, working with our clients to develop leading-edge products
to meet a wide range of needs. TurnOnGreen headquarters are located at Milpitas, CA;
www.TurnOnGreen.com."
VYBE,LIMITLESS X HOLDINGS INC,OTCQB,0.36,,0,Common Stock,USA,California,.,7990 - Services-Miscellaneous Amusement & Recreation,"Limitless X is a creative and empowering lifestyle agency specializing in the full spectrum of brand development, product development, digital advertising and marketing, and direct to consumer fulfillment. The Company currently operates in three verticals and has a global eco-system with a series of industry leading products and service-oriented businesses within each, focused on the Health & Wellness, Beauty & Skincare, and CBD industries."
XTPT,XTRA ENERGY CORP,Pink Current,0.124,3.3764,256339,Common Stock,USA,Texas,"25,444,355",1000 - Metal Mining,"Xtra Energy Corp. is an antimony exploration company focused on developing its flagship project ""American Antimony"". Known in historical records as the ""Antimony King Mine"" located approximately 31 miles northeast of Eastgate, Nevada. Xtra Energy Corp. holds a 100% ownership in a 40 lode claim, 825 acre antimony project surrounding the historical Antimony King and covering several documented antimony producers. The Company is seeking to develop this portfolio of potentially antimony-rich assets to become a major supplier of antimony based products."
WSHE,GREENLINK INTL INC,Pink Current,0.0205,-1.3237,145000,Common Stock,USA,Washington,"21,352,639",6199 - Finance Services,"GreenLink International Inc. (WSHE) historically conducted its business activities as a financial holding company centered primarily within the ""non-conventional financial services industry"" or business related activities which would be normally associated registered chartered banks or bank affiliated financial institutions but are privately owned and operated. The Corporation since March 2017 has focussed on being a major provider of Technology, Goods, Services, Capitalization, Management Service, Equipment Rentals and Property Leases to the authorized and licensed medical and recreational Cannabis Industry centered in the State of Washington expanding into other jurisdictions which have licensed and regulated medical and/or recreational marijuana industries throughout the United States and Canada."
NECA,NEW AMERICA ENERGY CORP,Pink Current,0.0002,0.0,18381659,Common Stock,USA,Utah,"2,673,724","2389 - Apparel and accessories, misc",New America Energy Corp. through its recent acquisition of Third Bench Holdings operates a commercial architectural millwork and residential cabinetry dealers in the Southwestern U.S.
WTKN,WELLTEK INC,Pink Current,0.01,,0,Common Stock,USA,Georgia,"5,986,720",4841 - Cable and pay television services,CLStv is a provider of innovative media programming and live-stream technology. Our model transitions away from the conventional linear TV approach to introduce premium curated content and valued participation for both providers and viewers. Our technology development also includes state-of-the-art mobile apps that deliver an unparalleled user experience. This company will be posting updates on the OTC News section.
DRCR,DEAR CASHMERE HOLDING CO,Pink Current,0.2478,16.8868,46532,Common Stock,USA,New York,"12,201,668",3523 - Farm machinery and equipment,"DRCR now operating as Swifty Global. Swifty is a technology company operating out of London, New York & Dubai developing ground-breaking blockchain & crypto currency solutions driving shareholder value by accelerating innovation and usability. SWIFTY Global is a technology orientated mobile centric ecosystem that aims to simplifying everyday tasks where you can play, earn and transact seamlessly with fiat currency or digital assets, over your device. SWIFTY's artificial intelligence (AI) will help increase productivity with less manual interactions and providing you with the right data at the right time. SWIFTY has patent pending technology allowing users to participate in sports predictions through the SWIFTY predictions mobile app, that will be released in the next few months. The application is the first of its kind globally. SWIFTY predictions allows users to wager on quick odds prior or during live games in a simple and intuitive interface."
EMOR,HEALIXA INC,Pink Current,0.582,-11.8182,2853,Common Stock,USA,New York,"455,003,288",Not Available,"Healixa Inc., a people-first digital organization that humanizes care by deploying simplified solutions for complex global challenges. Healixa reflects the Company's emphasis on developing ethically engineered, paradigm shifting technologies that will impact the world around us in a profound and positive way. Healixa employs ethical engineering practices to marry code, compassion and care to better the human experience around the world. Healixa is a technology company with a broad range of healing technologies, including healthtech and fintech. Combining specific elements of the company's healthtech and fintech assets has been Healixa's main focus and an important accomplishment. Healixa offers value-based tech solutions to enterprise partner channels across a broad range of industries including employer telehealth, benefits, travel, pharmacy, logistics and more."
MDRM,MODERN MOBILITY AIDS INC,Pink Current,0.01545,,0,Common Stock,Canada,Ontario,"4,301,233","5099 - Durable goods, misc","Telehealth Services, Life Sciences, Medical Technology"
LTUS,LOTUS PHARMS INC,Pink Current,0.0105,50.0,3000,Common Stock,USA,Florida,"21,556,124",2834 - Pharmaceutical preparations,"Lotus Pharmaceuticals, Inc. is a development stage company actively seeking an acquisition partner in a 21st century emerging growth industry company."
HENI,HINTO ENERGY INC,Pink Current,0.24,,0,Common Stock,USA,Wyoming,"4,784,000",1381 - Drilling oil and gas wells,"Hinto Energy, Inc. was involved in the acquisition, production, development and exploration of oil and natural gas properties. The company is currently in bankruptcy and restructuring. The new business plan is expected to be launched during 2022. The bankruptcy is expected to be closed sometime in the first quarter of 2022."
AFDG,AFRICAN DISCOVERY GRP INC,Pink Current,0.031,,0,Common Stock,USA,New York,"21,863,834",4931 - Electric and other services combined,"AFRICAN DISCOVERY GROUP, INC. (AFDG or the ""Company"") acquired 100% of African Discovery Group, Inc., a Delaware corporation, in November, 2020. The Company's previous South African car rental business was spun off to the Company's former principals. Through its 100%-owned subsidiary, the Company currently generates consulting revenue from its Africa-based clients. The primary businesses from which the Company currently generates royalty revenues and from which it intends to generate royalty revenues in the future, include power (via its agreement with Monitor Power Systems), agriculture/sustainability (its agreement with African Agriculture, Inc.), media (its part ownership of Ogelle), strategic minerals, and finance sectors on the African continent."
PXFG,PHOENIX FOOTWEAR GROUP,Pink Current,0.165,,0,Common Stock,USA,California,"2,444,870","3140 - Footwear, (No Rubber)","The Company specializes in quality comfort women's footwear. The Company designs, develops, markets and sells footwear in a wide range of sizes and widths under the brands Trotters, SoftWalk, SAVA and Bueno. The Company has been engaged in the manufacture or importation and sale of quality footwear since 1882. Prior to 1999 the Company manufactured and sold men's and women's slippers. Beginning in the fall of 1999 through 2005, the Company grew through a series of acquisitions. Those acquisitions included: Penobscot Shoe Company and its women's footwear brands Trotters and SoftWalk. Other acquisitions and subsequent divestitures through the date of this report included: Royal Robbins, an apparel brand company; Altama Delta Corporation, a military boot manufacturer and wholesaler; Chambers Belt Company, a leather belt and accessories company which held Wrangler licenses; Paradise Shoe Company, which held the Tommy Bahama footwear and accessories license and H.S. Trask & Co., men's footwear company. Trotters, SoftWalk, SAVA and Bueno are the Company's core brands, which make up its women's footwear business. These products are designed for fit, quality and value for the consumer. The Company specializes in comfort footwear and manufactures each style in a large range of sizes and widths to ensure proper fit. The Company maintains an ""open stock"" inventory, which provides our customers with the ability to replenish their inventory at retail and support special consumer orders."
XSVT,XSOVT BRANDS INC,Pink Current,0.735075,,0,Common Stock,USA,Nevada,"24,375,951","7389 - Business services, misc","Xsovt Brands, Inc. is a shell company with no business operations, no revenues, no assets, no employees. Nevada registered, publicly-traded corporation trading under the symbol XSVT. The Company was incorporated in the State of Nevada in 2004."
BORK,BOURQUE INDUSTRIES INC,Pink Current,0.0064,29.2929,511063,Common Stock,USA,Arizona,"2,963,048",1090 - Miscellaneous Metal Ores,"Bourque Industries is a publicly-traded advanced materials science company based in Phoenix, Arizona, that develops and produces metal alloys and related product applications using our revolutionary metal-alloying process, Kryron."
ZICX,ZICIX CORPORATION,Pink Current,0.0017,-5.5556,4978789,Common Stock,USA,Nevada,"1,579,916","8093 - Specialty outpatient clinics, misc","Originally founded as a service provider to the Healthcare industry, the Zicix Corporation has recently been restructured with the intention of acquiring and developing technology applications designed for service companies in other industries."
TNBI,TANKE BIOSCIENCES CORP,Pink Current,0.2999,-18.924,5250,Common Stock,USA,Nevada,.,"6719 - Holding companies, misc","Tanke Biosciences Corp (OTC: TNBI) is an emerging diversified investment vehicle focused on participating in and acquiring interests that are leading edge in their respective market niches, and that have expectations of enhancing shareholder values. Based in Nashville, Tennessee, the Management, Advisors and the Board of the Company are currently engaged in evaluating and assessing new business opportunities."
HIGR,HI-GREAT GROUP HLDG CO,Pink Current,1.0,,0,Common Stock,USA,California,.,7011 - Hotels and motels,"HI-Great Group Holding Company holds the exclusive worldwide license agreement to market, sell and distribute SellaCare,Inc's organic longevity health supplements. The Company also has entered a 5-year auto renewing land lease agreement to develop and operate a large scale Family Weekend Farming Resort on the 425 acres of land in Los Angeles County, California. The Company plans to become a weekend destination resort allowing members to lease and grow their own healthy organic foods. The companies mission is to promote a healthy lifestyle for families to enjoy and take part in a Organic Family Friendly Community near the urban population centers of Southern California. The Company will venture into using reclaimed materials and solar energy and will use the latest technology to maximize green energy and minimize the social economic global footprint as good stewards of the land. To add to its revenue growth, the Company plans to offer additional services and entertainment venues to its members. The end result will be the nations largest membership based family weekend farming resort. As part of of the Company's commitment to health and wellness it plans on reserving a portion of the land for cultivating organic herbs to be used as raw materials for its current and future products in the longevity and wellness supplements and oils."
CSOC,CADUCEUS SOFTWARE SYS CRP,Pink Current,0.03,-2.5974,66336,Common Stock,USA,West Virginia,"15,308,210",2047 - Dog and cat food,"Caduceus Software Systems Corp is a Wyoming-based holding company with is wholly owned subsidiary McLovin's Pet Food Inc., a Pet Food and Pet Care company. The Pet Food and Pet Care market size was USD 207 Billion in 2020 with a stellar growth of 28.11%. The industry is expected to grow to USD 325 Billion in 2028 at a CAGR of 5.6%."
ITVI,INTERACT-TV INC,Pink Current,0.0002,0.0,1050000,Common Stock,USA,Delaware,"4,914,500",3652 - Prerecorded records and tapes,"Interact-TV is a multifaceted multi-media development company. Interact-TV is, through subsidiaries such as Pocket Kid Records, operating in the record production and distribution market and music management market, as well as pursuing the development and acquisition of other multi-media projects and companies"
WNDW,SOLARWINDOW TECH INC,Pink Current,2.37,14.4928,21002,Common Stock,USA,Arizona,"110,652,670",2860 - Industrial Organic Chemicals,"SolarWindow Technologies, Inc. engages in developing transparent electricity-generating see-through coatings (""LiquidElectricity Coatings""). Applied in ultra-thin layers, our LiquidElectricity Coatings are applied to rigid glass, and flexible glass and plastic surfaces where they transform otherwise ordinary surfaces into organic photovoltaic devices capable of generating electricity from natural sun, artificial light, and low, shaded, or reflected light conditions while maintaining transparency. We have overcome major technical challenges and achieved many important milestones resulting in an expansion of the potential applications of LiquidElectricity Coatings to multiple industries, including architectural, automotive, agrivoltaic, aerospace, commercial transportation and marine. Our LiquidElectricity Coatings and SolarWindow products are under development with support from commercial contract firms and at the U.S. Department of Energy's National Renewable Energy Laboratory, through Cooperative Research and Development Agreements."
FDIT,FINDIT INC,Pink Current,0.01399,-6.7333,2300,Common Stock,USA,Georgia,"4,564,086","7370 - Services-Computer Programming, Data Processing, Etc.","Findit, Inc. owns Findit.com a Social Media Content Management Platform along with an interactive search engine, that provides Members the ability to post, share and manage their content. Once they have posted in Findit we ensure the content gets indexed in Findit Search results. Findit provides an open platform for anyone to submit URLs that they want to have indexed in Findit along with posting status updates through Right Now. Status Updates posted in Findit can be crawled by outside search engines to assist in additional organic indexing. All post can be shared to other social and bookmarking sites. Findit provides Real Estate Agents the ability to create their own Findit Site where they can pull and post their listing and pull in listings through IDX account. Findit also provides News and Press Release Distribution. services. Findit, Inc. has developed a social networking App that is available to android and ios devices. Findits is focused on the development of monetized internet based web and app products that increase brand awareness for both private and public companies along with individuals, entrepreneurs and artists. Findit does provide B2B sales in the CBD space as well."
IWAL,IWALLET CORPORATION,Pink Current,0.0105,,0,Common Stock,USA,Nevada,"533,476","3669 - Communications equipment, misc",Iwallet Corporation is in the business of designing and developing smart techcessories which include biometric locking personal products for security conscious consumers.
NWPP,NEW PEOPLES BNKSHS INC,Pink Current,2.29,,0,Common Stock,USA,Virginia,"54,922,793",6022 - State commercial banks,Not available
TJBH,TENGJUN BIOTECHNLOGY CORP,OTCQB,3.0,,0,Common Stock,USA,North Carolina,"361,236,676",2080 - Beverages,"Tengjun Biotechnology Corp. currently operates in the Chinese tea and water purifier business. The company produced only two types of teas, green dandelion tea and black dandelion tea with another line of business of manufacturing and selling consumer water purifiers. Our tea products are focused on not only their taste but also their aesthetic presentation and health benefits. The Company has devoted substantial resources to establish the entire dandelion production chain, from research and development, plant cultivation, tea leaves selection, processing, to storing and distributing to the market."
QEDN,QED CONNECT INC,Pink Current,0.0013,-13.3333,52584504,Common Stock,USA,Michigan,"3,185,172",2068 - Salted and roasted nuts and seeds,"GMS Green Mind Solutions SAS a colombian company started to work with farmers in Colombia in 2013 to develop an alternative crop to the illegal crops (Coca leaves).with Sacha Inchi a seed rich in Omega 3,6,9, and complete vegan protein with all 9 esencial amino-acids and created Inca Worldwide. QED Connect invested in GMS to help them develop the Sacha Inchi seeds into a tasty snack, a powder and a beverage. Inca Worldwide was rebanded in 2021 as GMSacha Inchi (Colombian Brand). GMS teches and buyes Sacha Inchi Seeds from farmers in the area surrounding mining communities and other farming areas in Colombia. The seeds are transform into a tasty snack, a powder and a beverage. In 2020 the company started to develop the Sacha Inchi beverage. The Company markets all its products to private labels and multinational companies and its brand GMSacha Inchi is sold worldwide. GMSacha Inchi beverage is the only beverage in the world with Omega 3.6.9 and a complete vegan protein with all 9 aminoacids. GMSacha Inchi is register as a Brand as GMSacha Inchi. GMSacha Inchi has also developed the pet brand and has obtain the certification to manufacture the GMSacha Inchi Pet brand."
SMCE,SMC ENTERTAINMENT INC,Pink Current,0.002772,32.0,281800,Common Stock,USA,Florida,"2,015,025",3652 - Prerecorded records and tapes,"SMC is a versatile holding company focused on acquisition and support of proven commercialized financial services and technology (fintech) companies. SMC's multi-discipline growth by acquisition approach is a building platform and block to enhance revenues and shareholder equity. In 2021 SMC acquired Genesis Financial, Inc., a diversified financial services company focusing on fintech-powered wealth management business. Genesis, with 23 employees under its purview along with 120 financial consultants, advisors, and representatives, operates its business through two Australian regulated entities in wealth management, tax and accounting advisory services. The two operating subsidiaries are Ballast Accounting and The Financial Link Group. For more information on Genesis, visit www.ballast.com.au and www.tflg.com.au. For more information on SMC, visit www.smceinc.com."
OCLG,ONCOLOGIX TECH INC,Pink Current,0.0015,-6.25,590200,Common Stock,USA,California,"2,659,951",3841 - Surgical and medical instruments,"Oncologix Tech, Inc is a biopharmaceutical company whose main products include DNAGO and genomego which provides clinical genetic testing on all 20,000+ genes encompassing 7,000+ rare genetic diseases at an affordable price for patients in need with DNAGO AI System and Rare Diseases Genetic Test diagnostic testing for patients across all rare genetic diseases, including Cystic fibrosis, Fabry disease, Epilepsy, Hemophilia, all types of hereditary cancers, etc. One test to cover all genes Decoding all genes A genetic variant in a gene causes a rare genetic disease. All DNA sequences of 20,000 genes can be decoded by whole-exome sequencing to maximize the diagnostic yield. With the advanced sequencing technology, 99.3% of gene regions are decoded on average. GenomeGO is working to address the unmet therapeutic challenges in gene editing. Our approach is based on the core principles of innovating and developing the next level of safe and effective treatments for patients with genetic diseases. GenomeGO's proprietary platform technologies in repair template design and optimization provide an opportunity to collaborate with partners who specialize in the development and commercialization of gene editing therapeutics. These products are still at developmental stages and will require substantial capital investment to bring to market."
GRHY,GREEN HYGIENICS INC,Pink Current,1.5,,0,Common Stock,USA,California,"79,727,253","3999 - Manufacturing industries, misc","Green Hygienics, Inc. is a company focused on identifying and developing unique technologies and opportunities in the Synthetic Health and Wellness Industry. Green Hygienics is expanding its corporate footprint and identifying new and unique opportunities for its shareholders."
SHGR,SUCCESS HOLDING GRP CORP,Pink Current,6.5,,0,Common Stock,USA,Georgia,"137,241,819","8748 - Business consulting, misc","US Clean Water Technology, Inc. f/k/a Success Holding Group Corp. USA . primary objective is to possess exclusive licenses to proprietary technology that treats and cleans water; processes leachate; services oil fields; and can be used for tire reclamation projects. Through acquisitions and partnerships, the Company intends to deploy the licensed water cleaning & treating technology and systems throughout the United States."
